"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"STAT4",0.676186771948882,0.0681073051810936,9.92825615623667,3.06585395480007e-18,0.676186771948882,"1"
"YY1",-0.109670727247401,0.0252151621973786,-4.34939606530878,2.4818529403161e-05,0.109670727247401,"2"
