"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"GATA1",0.565464294653272,0.149334309486394,3.78656650704099,0.000219929959545923,0.565464294653272,"1"
"STAT4",0.333213058267555,0.0921505607300746,3.61596343665879,0.000407251762123534,0.333213058267555,"1"
