"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"ETS2",-0.031475177942585,0.0127050036368541,-2.47738441028724,0.0143674629851034,0.031475177942585,"2"
"PAX5",0.849181839703982,0.181435993344402,4.68033836093407,6.44652284258343e-06,0.849181839703982,"1"
