"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"TP53",4.47941401645011,1.28106425498609,3.49663492601216,0.000620038617654693,4.47941401645011,"1"
"YY1",3.31999721406599,1.03238785069921,3.21584297201621,0.00159316002582991,3.31999721406599,"1"
