"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"IRF1",1.55691698910557,0.130638371754607,11.9177617433116,4.37502789950466e-22,1.55691698910557,"1"
"SRY",-4.19062488406738,2.06752769703089,-2.0268772650956,0.0448911406204086,4.19062488406738,"2"
