"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"STAT4",0.465982952939006,0.0742032000528414,6.27982287296466,5.518754001313e-09,0.465982952939006,"1"
"TBP",0.623783098007476,0.0886341207050908,7.03773098943428,1.27202689750625e-10,0.623783098007476,"1"
