"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"MYB",0.685610061654662,0.291017047608834,2.35591030590144,0.0202005062030504,0.685610061654662,"1"
"PAX5",-1.11860549912294,0.398080317666902,-2.80999951386431,0.00584030603968286,1.11860549912294,"2"
"RXRA",-0.205887690742909,0.0952602712892442,-2.16131749318412,0.0327809859908497,0.205887690742909,"2"
"TBP",1.33512743019536,0.284857265942728,4.68700500152871,7.79648229093372e-06,1.33512743019536,"1"
