"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"ETS1",0.334921559406919,0.0951453475091892,3.52010443153379,0.000608870371319032,0.334921559406919,"1"
"FOXA1",-0.187819023261962,0.0490197206744385,-3.83149925535787,0.000203412238473314,0.187819023261962,"2"
"TBP",1.93208317315812,0.576245153987242,3.35288402824625,0.00106797160732605,1.93208317315812,"1"
