"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"ESR1",0.677715537023445,0.195987525805067,3.45795240916259,0.000750089521010585,0.677715537023445,"1"
"GATA1",-0.809246543992595,0.319300395183672,-2.53443639970157,0.0125285797124543,0.809246543992595,"2"
"TBP",1.09441493779596,0.261466924158921,4.1856725905827,5.39365098079017e-05,1.09441493779596,"1"
