"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"STAT4",0.749543986665543,0.0819606220599982,9.14517200853904,1.38494324513057e-15,0.749543986665543,"1"
"YY1",-0.107044518254216,0.0362687142585692,-2.9514285367567,0.00377833987096251,0.107044518254216,"2"
