"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"PAX5",-17.5828939165837,3.09069933741686,-5.68896938751703,8.94028190066374e-08,17.5828939165837,"2"
"YY1",5.25760828378968,1.40003081998851,3.75535181706416,0.000266639220039507,5.25760828378968,"1"
