"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"ETS1",0.101769140423974,0.0335205938155854,3.03601842449035,0.00294559615676667,0.101769140423974,"1"
"STAT4",0.717858857738313,0.160027739676556,4.48584013739886,1.68588389913069e-05,0.717858857738313,"1"
