"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"ETS1",-2.36837694768236,0.990852364556041,-2.39024201021464,0.0183673633628647,2.36837694768236,"2"
"JUN",0.59685075367885,0.268900121563783,2.21960016309356,0.0282940214749278,0.59685075367885,"1"
