"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"IRF1",1.20607596708421,0.151244990912625,7.97432007372043,4.60533511535075e-12,1.20607596708421,"1"
"TP53",-1.12771148973886,0.406317059065536,-2.77544706671291,0.0067045399869387,1.12771148973886,"2"
