"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"CEBPB",0.626671119672081,0.17072346169216,3.67067955078174,0.000416609825652837,0.626671119672081,"1"
"ETS2",-0.595262291575107,0.237292750129066,-2.50855658780699,0.0139768286227815,0.595262291575107,"2"
"FOXA1",0.864691791343493,0.413050487713971,2.09342881091639,0.0392217510442706,0.864691791343493,"1"
