"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"FOS",-0.773667080540779,0.224373212749872,-3.44812587500475,0.000853241511980521,0.773667080540779,"2"
"PAX5",-21.0275395008107,4.75978984009184,-4.41774536423754,2.71884384463116e-05,21.0275395008107,"2"
