"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"CEBPB",0.0375398952808731,0.0152644655373426,2.45929968455407,0.0157697656386061,0.0375398952808731,"1"
"ETS1",0.0771260117835223,0.0253372758141832,3.0439741173891,0.00303593167753171,0.0771260117835223,"1"
"STAT4",0.738491503470466,0.171100092346897,4.31613737515238,3.96003748654456e-05,0.738491503470466,"1"
