"","Estimate","Std. Error","t value","Pr(>|t|)","strength","reg"
"ETS1",0.0189528895429193,0.0044798928402865,4.23065689707597,5.45522817971341e-05,0.0189528895429193,"1"
"GATA1",0.997889708274265,0.0769575714843802,12.9667515362904,1.44458683636546e-22,0.997889708274265,"1"
