FOSB	SLC25A3	0
TSC22D3	SUB1	0
IRF1	RPS20	0
IRF1	HNRNPA3	0
FOS	RPL31	0
TSC22D3	CORO1A	0
JUNB	ZFAS1	0
KLF6	RPS29	0
KLF6	CD52	0
KLF6	ZFAS1	0
KLF6	DYNLL1	0
CREM	DUSP1	1
FOSB	MTRNR2L8	0
NFKBIA	HLA-A	0
FOS	HERPUD1	0
JUNB	VIM	0
KLF6	SLC2A3	0
IRF1	RPL15	0
CREM	RPS21	0
KLF2	PTPRC	0
CREM	MYL12B	0
TSC22D3	UBC	0
KLF6	MYL12B	0
IRF1	ZFAS1	0
FOSB	H3F3B	0
FOS	HLA-A	0
CREM	ZFAS1	0
EGR1	RGS1	0
KLF2	ARPC2	0
CREM	ANKRD12	0
EGR1	EZR	0
TSC22D3	PPIA	0
FOS	RPL5	0
EGR1	EIF1	0
EGR1	HLA-DPA1	0
EGR1	KLF6	0
JUNB	BTG1	0
EGR1	RPL5	0
KLF6	RPS11	0
IRF1	RPL30	0
JUNB	RPL18A	0
TSC22D3	MYL6	0
CREM	RPL27	0
CREM	LGALS1	0
JUNB	LTB	0
FOSB	HNRNPA3	0
CREM	COMMD6	0
IRF1	SARAF	0
EGR1	SON	0
FOSB	SRP14	0
TSC22D3	RPS9	0
NFKBIA	ZFP36L2	0
CREM	ARPC2	0
KLF2	RPSA	0
EGR1	TAGLN2	0
KLF6	LTB	0
CREM	HSPA8	0
TSC22D3	DDX3X	0
IRF1	SRGN	0
EGR1	ARHGDIB	0
FOSB	RPS27A	0
KLF2	RPL7	0
NFKBIA	HSPB1	0
IRF1	TSC22D3	0
JUNB	S100A11	0
NFKBIA	CREM	0
TSC22D3	OAZ1	0
TSC22D3	NFKBIA	1
FOSB	RPL23	0
CREM	RGS2	0
CREM	PPP1R15A	0
IRF1	S100A11	0
IRF1	ACTB	0
TSC22D3	HNRNPU	0
IRF1	RPS8	0
TSC22D3	ARPC3	0
KLF2	RPL5	0
TSC22D3	SLC25A3	0
KLF6	RPL27	0
EGR1	RPS25	0
JUNB	PTPRC	0
KLF2	SON	0
CREM	CXCR4	0
CREM	PTPRC	0
FOS	KLF2	0
IRF1	KLF6	0
CREM	HNRNPC	0
IRF1	AHNAK	0
IRF1	PTPRC	0
TSC22D3	EIF4A2	0
NFKBIA	PABPC1	0
JUNB	RPL9	0
KLF6	RPL35A	0
EGR1	RPL4	0
TSC22D3	UBA52	0
TSC22D3	NPM1	0
JUNB	HLA-DPA1	0
JUNB	HLA-DQB1	0
JUNB	RPS10	0
KLF2	ARHGDIB	0
IRF1	RPL23	0
FOS	CHCHD2	0
TSC22D3	PTPRC	0
FOS	OAZ1	0
FOS	TMA7	0
KLF6	RPSA	0
EGR1	RPL18A	0
EGR1	RPS5	0
FOSB	CYBA	0
KLF6	RPL38	0
NFKBIA	TMA7	0
KLF2	HSPA8	0
CREM	SERF2	0
CREM	OAZ1	0
FOSB	S100A11	0
KLF2	SRP14	0
EGR1	RPL29	0
NFKBIA	DYNLL1	0
FOS	LAPTM5	0
TSC22D3	RPS15	0
CREM	COX7C	0
NFKBIA	ZFP36L1	0
IRF1	SH3BGRL3	0
NFKBIA	HNRNPDL	0
CREM	RPL23	0
FOSB	CALR	0
FOSB	SERF2	0
TSC22D3	DDX5	0
NFKBIA	DUSP1	0
JUNB	S100A4	0
FOS	PPIA	0
FOS	DUSP2	0
IRF1	RPL7A	0
KLF6	RPS23	0
JUNB	CD74	0
JUNB	ACTG1	0
KLF6	DUSP2	0
FOSB	S100A4	0
FOSB	EEF1B2	0
KLF2	UBC	0
JUNB	CIRBP	0
FOSB	RPS13	0
FOS	UBC	0
IRF1	RPS13	0
KLF6	RPS24	0
EGR1	HNRNPU	0
EGR1	RPLP0	0
KLF2	RPLP2	0
JUNB	RGS1	0
TSC22D3	NOP53	0
FOS	UBB	0
IRF1	ACTG1	0
CREM	HERPUD1	0
EGR1	DNAJB1	0
IRF1	LGALS1	0
FOS	KLF6	0
CREM	SSR4	0
KLF6	RPS27	0
KLF2	SRGN	0
NFKBIA	EEF2	0
FOSB	CD52	0
IRF1	RPS25	0
FOSB	RPL38	0
TSC22D3	ZFP36L1	0
IRF1	RPL24	0
KLF6	IRF1	1
EGR1	BTG2	0
EGR1	MYL12A	0
FOS	TAGLN2	0
FOSB	RPL35A	0
TSC22D3	ANKRD12	0
EGR1	TPM3	0
KLF2	RPL35A	0
EGR1	ZFP36L2	0
CREM	CYBA	0
JUNB	S100A6	0
TSC22D3	EGR1	0
IRF1	SERF2	0
EGR1	SARAF	0
FOS	RPLP0	0
KLF2	CD48	0
JUNB	TXNIP	0
EGR1	UBA52	0
CREM	EGR1	0
TSC22D3	TOMM7	0
TSC22D3	RPL35	0
NFKBIA	HLA-DPB1	0
NFKBIA	VIM	0
NFKBIA	DDX3X	0
CREM	H2AFZ	0
KLF6	ARPC2	0
NFKBIA	EZR	0
KLF6	VIM	0
KLF2	SUB1	0
KLF2	RPS28	0
KLF6	HSPB1	0
NFKBIA	HLA-DQA1	0
CREM	UBB	0
KLF6	RPS21	0
KLF2	HNRNPC	0
JUNB	ZFP36L2	1
FOS	S100A6	0
FOSB	SRRM2	0
FOSB	IRF1	0
FOS	TXNIP	0
EGR1	RPS10	0
NFKBIA	COX7C	0
FOS	RPL27	0
FOS	RPS10	0
KLF6	RPL15	0
IRF1	RBM39	0
IRF1	CD74	0
EGR1	MTRNR2L8	0
NFKBIA	SET	0
FOS	ATP1B3	0
EGR1	TMA7	0
KLF2	DNAJB1	0
FOSB	RPL24	1
NFKBIA	COMMD6	0
FOS	MYL12A	0
FOSB	CD48	0
TSC22D3	NDUFA4	0
TSC22D3	HLA-A	0
KLF2	TPM3	0
JUNB	SLC25A3	0
IRF1	PPIA	0
IRF1	EEF1B2	0
JUNB	OST4	0
JUNB	MYL12A	0
KLF6	RPS4X	0
CREM	RPL18	0
IRF1	DUSP1	0
FOSB	OAZ1	0
KLF2	EEF2	0
JUNB	HLA-C	0
FOSB	RPL19	0
TSC22D3	S100A4	0
FOSB	KLF2	0
NFKBIA	HSPA1B	0
EGR1	RPL35	0
FOS	HMGN1	0
FOS	HSPA8	0
JUNB	SON	0
JUNB	RPL28	0
KLF6	GZMB	0
IRF1	DYNLL1	0
NFKBIA	YWHAB	0
FOSB	RPL5	0
TSC22D3	HNRNPC	0
JUNB	CD53	0
IRF1	GAPDH	0
EGR1	LGALS1	0
KLF2	TMA7	0
CREM	RPL23A	0
EGR1	CORO1A	0
EGR1	PPIA	0
KLF6	ACTG1	0
JUNB	TMSB10	0
KLF2	RPL4	0
KLF2	RPS25	0
FOS	NFKBIA	0
FOS	CREM	1
KLF2	BTG2	0
FOSB	CIRBP	0
JUNB	RPL10	0
KLF2	HSPB1	0
KLF2	RACK1	0
JUNB	DNAJB1	0
KLF2	CALR	0
KLF2	HLA-E	0
KLF2	TOMM7	0
EGR1	CLIC1	0
IRF1	FOSB	0
CREM	RPS20	0
JUNB	SAT1	0
KLF6	SUMO2	0
FOSB	RPS4X	0
KLF6	RGS2	0
TSC22D3	HSPB1	0
IRF1	EIF4A2	0
EGR1	ARPC3	0
EGR1	RPL13A	0
NFKBIA	CALR	0
KLF2	TMSB10	0
EGR1	RPL9	0
JUNB	RPL12	0
TSC22D3	RPL14	0
FOSB	TAGLN2	1
IRF1	RACK1	0
TSC22D3	CLIC1	0
CREM	RPL14	0
CREM	HINT1	0
IRF1	DUSP2	0
KLF6	HSPA8	0
CREM	PABPC1	0
NFKBIA	HSP90AB1	0
JUNB	COMMD6	0
EGR1	CREM	0
KLF6	PTMA	0
FOSB	RPS5	0
KLF6	CD74	0
KLF6	RBM39	0
FOSB	CALM2	0
KLF6	TUBA1B	0
FOS	IRF1	0
EGR1	RPS13	0
EGR1	RPL34	0
KLF2	RPL23A	0
KLF6	SUB1	0
KLF2	RPLP0	0
CREM	UBC	0
CREM	TXNIP	0
CREM	EIF1	0
KLF6	RPL21	0
TSC22D3	RPL38	0
IRF1	B2M	0
KLF6	H3F3B	0
IRF1	HLA-A	1
JUNB	RPSA	0
KLF2	SARAF	0
EGR1	TSC22D3	0
IRF1	RPL18	0
EGR1	SERF2	0
TSC22D3	DNAJB1	0
KLF2	RPL27A	0
IRF1	RPL6	0
JUNB	RPS4X	0
EGR1	NOP53	0
KLF2	TXNIP	0
JUNB	RPL22	0
KLF2	CXCR4	1
FOS	ANKRD12	0
FOS	COX7C	0
IRF1	RPS15	0
KLF2	RPS9	0
IRF1	ZFP36L2	0
EGR1	PTPRC	0
TSC22D3	RPS27	0
TSC22D3	PABPC1	0
KLF6	EIF1	0
IRF1	CYBA	0
IRF1	RPL11	0
FOS	SUB1	0
EGR1	SET	0
IRF1	PTMA	0
FOS	RPL38	0
KLF6	MTRNR2L8	0
KLF6	RPL26	0
TSC22D3	CYBA	0
KLF6	RPL35	0
FOS	CYCS	0
KLF2	TMBIM6	0
KLF6	HLA-DRB1	0
NFKBIA	SUB1	0
NFKBIA	TXNIP	0
FOSB	MS4A1	0
CREM	SLC25A3	0
KLF2	RGS2	0
TSC22D3	TMBIM6	0
KLF2	RPS5	0
CREM	DDX5	0
KLF2	RPL7A	0
NFKBIA	HLA-B	0
JUNB	FAU	0
KLF2	RPS20	0
KLF6	RPS28	0
FOS	UBA52	0
KLF6	HNRNPA3	0
CREM	RPL8	0
KLF6	MS4A1	0
JUNB	AHNAK	0
JUNB	RPL38	0
KLF2	MYL12A	0
JUNB	RPL5	0
CREM	HSPA1B	0
FOSB	RPL18A	0
EGR1	SRSF5	0
KLF6	COX7C	0
NFKBIA	SLC2A3	0
NFKBIA	EIF4A2	0
TSC22D3	UBB	0
CREM	RPS23	0
TSC22D3	CXCR4	0
KLF2	FOSB	0
TSC22D3	FAU	0
EGR1	CALM1	0
JUNB	RPS24	0
EGR1	S100A11	0
EGR1	HLA-DMA	0
KLF2	RPL27	0
IRF1	RPS12	0
JUNB	RPL35	0
KLF2	RPS21	0
JUNB	HLA-E	0
NFKBIA	TSC22D3	0
FOS	SLC2A3	0
KLF6	RPL22	0
IRF1	RPL38	0
FOSB	LGALS1	0
KLF6	RACK1	0
EGR1	HNRNPA2B1	0
IRF1	RPL10	0
FOSB	RPL14	0
KLF2	S100A6	0
FOSB	BTG2	1
FOS	HLA-DQA1	0
TSC22D3	ACTG1	0
KLF6	RPS27A	0
FOS	HLA-DPA1	0
JUNB	RPL21	0
JUNB	CYBA	0
FOSB	SSR4	0
FOSB	RPL10A	0
EGR1	PTMA	0
KLF2	FOS	0
KLF2	S100A4	0
JUNB	DDX3X	0
FOSB	RPL15	0
TSC22D3	PTMA	0
EGR1	RACK1	0
CREM	VIM	0
KLF2	EZR	0
FOSB	RPS11	0
EGR1	JUNB	0
CREM	RPL31	0
TSC22D3	SEPT7	0
KLF2	RPL21	0
TSC22D3	S100A6	0
KLF6	NEAT1	0
CREM	FTH1	0
NFKBIA	RPL27A	0
KLF2	HLA-DQA1	0
NFKBIA	SERF2	0
TSC22D3	DYNLL1	0
IRF1	MS4A1	0
FOS	HLA-DQB1	0
CREM	CD74	0
FOSB	CD69	0
FOS	IDS	0
TSC22D3	RPL29	0
KLF6	ZFP36L2	1
FOS	RGS2	0
KLF2	CFL1	0
TSC22D3	RPL30	0
IRF1	RPL8	0
FOS	RPL15	0
JUNB	RPS13	0
EGR1	STK17A	0
IRF1	RPS14	0
IRF1	COMMD6	0
CREM	HLA-C	0
TSC22D3	SH3BGRL3	0
EGR1	TUBA1B	0
JUNB	PPP1R15A	0
KLF2	MS4A1	0
NFKBIA	RPL31	0
NFKBIA	SRP14	0
TSC22D3	RPS21	0
NFKBIA	CLIC1	0
FOSB	RPS6	0
KLF6	TMA7	0
NFKBIA	RBM39	0
FOSB	RPSA	0
KLF6	NDUFA4	0
FOSB	RACK1	0
CREM	SON	0
KLF2	RPS10	0
CREM	BTG2	0
FOS	S100A11	0
IRF1	RPL37A	0
TSC22D3	RPL4	0
KLF2	RPS2	0
NFKBIA	MS4A1	0
NFKBIA	RPS5	0
JUNB	MYL12B	0
TSC22D3	RPL8	0
NFKBIA	NPM1	0
KLF2	RPL30	0
KLF2	RPS29	0
FOS	HSP90AA1	0
FOSB	RPL18	0
NFKBIA	CD48	0
IRF1	CD53	0
CREM	HLA-DPB1	0
IRF1	UBB	0
CREM	FAU	0
EGR1	BTG1	0
JUNB	YWHAZ	0
EGR1	CFL1	0
FOS	H2AFZ	0
IRF1	RPL14	0
KLF2	LAPTM5	0
FOSB	RPL26	0
FOSB	RPL32	0
CREM	RPL5	0
CREM	RPS3A	0
TSC22D3	JUNB	0
FOS	ARPC2	0
KLF6	RPS15	0
FOSB	RPL3	0
FOS	ARPC3	0
NFKBIA	HLA-DMA	0
